!!SCT,EX,,,,,,,,
!!ID,VALUE,DESC,ETYPE,FTYPE,STATION,VALUES,PORT,DEVNAME,TYPE
SXS_SW50131_A_05_CP07_022_1,0,实训室50131刀闸A相末端细瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_022_2,0,实训室50131刀闸A相末端细瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_021_1,0,实训室50131刀闸A相末端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_021_2,0,实训室50131刀闸A相末端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_020_1,0,实训室50131刀闸A相首端瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_020_2,0,实训室50131刀闸A相首端瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_019_1,0,实训室50131刀闸A相首端瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_019_2,0,实训室50131刀闸A相首端瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_018_1,0,实训室50131刀闸A相首端瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_CP07_018_2,0,实训室50131刀闸A相首端瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50131_A_05_DX01_003_1,0,实训室50131刀闸A相末端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW50131_A_05_DX01_004_1,0,实训室50131刀闸A相首端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_50131_A_2_YXFH_1,0,实训室50131刀闸A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_50131_A_1_YXFH_1,0,实训室50131刀闸A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_017_1,0,实训室50231刀闸A相末端粗瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_017_2,0,实训室50231刀闸A相末端粗瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_016_1,0,实训室50231刀闸A相末端粗瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_016_2,0,实训室50231刀闸A相末端粗瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_015_1,0,实训室50231刀闸A相末端粗瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_015_2,0,实训室50231刀闸A相末端粗瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_023_1,0,实训室50231刀闸A相末端细瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_023_2,0,实训室50231刀闸A相末端细瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_022_1,0,实训室50231刀闸A相末端细瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_022_2,0,实训室50231刀闸A相末端细瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_021_1,0,实训室50231刀闸A相末端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_021_2,0,实训室50231刀闸A相末端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_020_1,0,实训室50231刀闸A相首端瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_020_2,0,实训室50231刀闸A相首端瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_019_1,0,实训室50231刀闸A相首端瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_019_2,0,实训室50231刀闸A相首端瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_018_1,0,实训室50231刀闸A相首端瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_CP07_018_2,0,实训室50231刀闸A相首端瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50231_A_05_DX01_003_1,0,实训室50231刀闸A相末端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW50231_A_05_DX01_004_1,0,实训室50231刀闸A相首端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_017_1,0,实训室50121刀闸A相末端粗瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_017_2,0,实训室50121刀闸A相末端粗瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_016_1,0,实训室50121刀闸A相末端粗瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_016_2,0,实训室50121刀闸A相末端粗瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_015_1,0,实训室50121刀闸A相末端粗瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_015_2,0,实训室50121刀闸A相末端粗瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_023_1,0,实训室50121刀闸A相末端细瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_023_2,0,实训室50121刀闸A相末端细瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_022_1,0,实训室50121刀闸A相末端细瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_022_2,0,实训室50121刀闸A相末端细瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_021_1,0,实训室50121刀闸A相末端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_021_2,0,实训室50121刀闸A相末端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_020_1,0,实训室50121刀闸A相首端瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_020_2,0,实训室50121刀闸A相首端瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_019_1,0,实训室50121刀闸A相首端瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_019_2,0,实训室50121刀闸A相首端瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_018_1,0,实训室50121刀闸A相首端瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_CP07_018_2,0,实训室50121刀闸A相首端瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50121_A_05_DX01_003_1,0,实训室50121刀闸A相末端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW50121_A_05_DX01_004_1,0,实训室50121刀闸A相首端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_50121_A_2_YXFH_1,0,实训室50121刀闸A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_50121_A_1_YXFH_1,0,实训室50121刀闸A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_019_1,0,实训室50122刀闸A相首端粗瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_019_2,0,实训室50122刀闸A相首端粗瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_018_1,0,实训室50122刀闸A相首端粗瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_018_2,0,实训室50122刀闸A相首端粗瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_017_1,0,实训室50122刀闸A相首端粗瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_017_2,0,实训室50122刀闸A相首端粗瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_025_1,0,实训室50122刀闸A相首端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_025_2,0,实训室50122刀闸A相首端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_024_1,0,实训室50122刀闸A相首端细瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_024_2,0,实训室50122刀闸A相首端细瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_023_1,0,实训室50122刀闸A相首端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_023_2,0,实训室50122刀闸A相首端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_022_1,0,实训室50122刀闸A相末端瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_022_2,0,实训室50122刀闸A相末端瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_021_1,0,实训室50122刀闸A相末端瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_021_2,0,实训室50122刀闸A相末端瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_020_1,0,实训室50122刀闸A相末端瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_CP07_020_2,0,实训室50122刀闸A相末端瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50122_A_04_DX01_003_1,0,实训室50122刀闸A相首端靠主变侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW50122_A_04_DX01_004_1,0,实训室50122刀闸A相末端靠主变侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_50122_A_2_YXFH_1,0,实训室5012刀闸A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_50122_A_1_YXFH_1,0,实训室5012刀闸A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_020_1,0,实训室50112刀闸A相首端粗瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_020_2,0,实训室50112刀闸A相首端粗瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_019_1,0,实训室50112刀闸A相首端粗瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_019_2,0,实训室50112刀闸A相首端粗瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_018_1,0,实训室50112刀闸A相首端粗瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_018_2,0,实训室50112刀闸A相首端粗瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_026_1,0,实训室50112刀闸A相首端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_026_2,0,实训室50112刀闸A相首端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_025_1,0,实训室50112刀闸A相首端细瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_025_2,0,实训室50112刀闸A相首端细瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_024_1,0,实训室50112刀闸A相首端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_024_2,0,实训室50112刀闸A相首端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_023_1,0,实训室50112刀闸A相末端瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_023_2,0,实训室50112刀闸A相末端瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_022_1,0,实训室50112刀闸A相末端瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_022_2,0,实训室50112刀闸A相末端瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_021_1,0,实训室50112刀闸A相末端瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_CP07_021_2,0,实训室50112刀闸A相末端瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50112_A_03_DX01_005_1,0,实训室50112刀闸A相末端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW50112_A_03_DX01_004_1,0,实训室50112刀闸A相首端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_50112_A_2_YXFH_1,0,实训室50112刀闸A相靠II母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_50112_A_1_YXFH_1,0,实训室50112刀闸A相靠I母侧引线发红发红,线路,引线发红,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_020_1,0,实训室50212刀闸A相首端粗瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_020_2,0,实训室50212刀闸A相首端粗瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_019_1,0,实训室50212刀闸A相首端粗瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_019_2,0,实训室50212刀闸A相首端粗瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_018_1,0,实训室50212刀闸A相首端粗瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_018_2,0,实训室50212刀闸A相首端粗瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_026_1,0,实训室50212刀闸A相首端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_026_2,0,实训室50212刀闸A相首端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_025_1,0,实训室50212刀闸A相首端细瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_025_2,0,实训室50212刀闸A相首端细瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_024_1,0,实训室50212刀闸A相首端细瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_024_2,0,实训室50212刀闸A相首端细瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_023_1,0,实训室50212刀闸A相末端瓷瓶上段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_023_2,0,实训室50212刀闸A相末端瓷瓶上段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_022_1,0,实训室50212刀闸A相末端瓷瓶中段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_022_2,0,实训室50212刀闸A相末端瓷瓶中段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_021_1,0,实训室50212刀闸A相末端瓷瓶下段破损,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_CP07_021_2,0,实训室50212刀闸A相末端瓷瓶下段积污,刀闸,套管瓷瓶,实训室,0,0,0,0
SXS_SW50212_A_03_DX01_005_1,0,实训室50212刀闸A相末端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
SXS_SW50212_A_03_DX01_004_1,0,实训室50212刀闸A相首端靠500场地侧接地线松脱,刀闸,接地线,实训室,0,0,0,0
